Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
701,10258,2989,Unemployed,46,Single,1,589,3,0.3,,5193,30894,48,Business,Urban,Graduate,Female,Government,No
702,18616,9218,,43,Married,3,754,3,0.2,16944,15701,36326,72,Education,Urban,Graduate,Male,MNC,
703,8371,6228,Contract,38,Married,0,617,3,0.36,18296,3536,6079,84,Education,Rural,Graduate,Female,,No
704,16369,6471,Salaried,52,Single,,595,,0.55,18248,48217,26838,84,Business,Semiurban,Graduate,Female,MNC,No
705,,,Contract,,Single,3,627,4,0.5,296,44610,22804,24,Home,Urban,Not Graduate,Male,MNC,No
706,9943,1177,Contract,23,Single,1,690,4,0.13,2409,18886,20675,60,Car,Semiurban,Not Graduate,Male,Private,Yes
707,14199,4760,Salaried,58,Married,3,704,3,0.45,1461,36587,26594,72,Personal,Urban,Graduate,Male,Government,No
708,17728,11,Salaried,23,Single,3,555,3,0.39,2268,29410,37292,84,Car,Urban,Graduate,Male,Government,No
709,8738,5252,Contract,50,Married,3,566,0,0.55,17378,33744,9998,60,Personal,Urban,Not Graduate,Male,MNC,No
710,17913,4399,,21,Single,2,,0,,6554,38665,14697,48,Personal,Semiurban,Graduate,,Private,Yes
711,4472,8234,Contract,50,Single,0,781,2,0.37,16391,15957,14429,,Car,Urban,Graduate,Male,Unemployed,Yes
712,17679,9135,Salaried,52,Married,1,790,2,0.54,18899,48127,8140,,Education,Rural,Not Graduate,Female,Government,No
713,3761,5445,Contract,48,Single,2,648,4,,17801,46008,15901,48,Business,Urban,Graduate,Male,Business,No
714,12167,6570,Contract,41,Married,1,630,4,0.34,18700,32875,24279,,Home,Semiurban,Graduate,Male,Private,No
715,12554,9196,Unemployed,33,Married,1,782,1,0.14,7358,48292,29525,48,Home,Semiurban,Graduate,Female,Government,
716,19260,8212,Salaried,47,Married,1,551,1,0.24,17671,1626,21491,24,Home,Rural,Graduate,Male,Business,No
717,16277,406,Self-employed,56,Married,2,798,0,0.26,17502,25279,4280,36,Car,Semiurban,Graduate,Male,Government,Yes
718,5812,9206,Self-employed,,Single,0,626,2,0.57,7637,6229,35980,12,Car,Rural,Graduate,Male,Unemployed,No
719,19844,4431,Salaried,42,Single,1,729,0,0.24,660,6877,30989,48,Education,Semiurban,Not Graduate,Female,Business,Yes
720,3605,5243,Salaried,30,Married,0,615,0,0.33,8907,33642,9078,48,Home,Urban,,Male,Government,No
721,7622,6542,Salaried,59,Single,0,601,2,0.44,6922,38311,27118,60,Education,Urban,,Male,,No
722,8767,6936,Contract,35,Single,3,641,1,0.18,11953,32356,24985,24,Home,Rural,Graduate,Female,Business,No
723,13613,8906,Self-employed,35,Married,2,720,2,0.34,18913,3809,17997,84,Car,Urban,Not Graduate,Female,Business,Yes
724,12589,4146,Salaried,24,Single,2,767,3,0.47,3970,43371,15274,84,Business,Urban,Not Graduate,Male,,No
725,15918,140,Self-employed,52,Married,3,571,3,0.53,3407,34875,1868,60,,Rural,Not Graduate,Male,Private,No
726,15046,4882,Salaried,43,,3,660,3,0.41,,44513,27398,72,Business,Urban,Graduate,Female,Business,No
727,4590,6012,Salaried,26,Married,0,656,4,0.43,14547,9465,17042,48,Business,Rural,Not Graduate,Female,MNC,No
728,19447,963,Unemployed,44,Married,1,732,1,0.16,4760,559,32820,48,Personal,Urban,Graduate,Male,Private,Yes
729,6324,7151,Unemployed,40,Married,2,616,1,0.57,18281,8308,22246,60,Home,Semiurban,Graduate,Male,Private,No
730,12787,8564,Self-employed,57,Single,,776,4,0.17,13465,21353,21561,48,Business,Semiurban,Graduate,Female,Government,Yes
731,11111,3610,Salaried,40,Married,1,737,0,0.49,4087,15250,,,Personal,Semiurban,Graduate,Female,Private,No
732,7342,9884,Contract,32,Married,3,735,3,0.23,7607,46023,35512,36,Personal,Urban,Not Graduate,Female,Business,Yes
733,18389,6894,Salaried,53,Married,1,689,,,4019,35814,36024,12,Personal,Rural,Graduate,Male,Business,No
734,10659,7311,,48,Single,0,765,0,0.46,815,46624,24996,12,Education,Semiurban,Graduate,Male,Private,No
735,16043,105,Salaried,28,Married,3,618,,0.48,12563,16427,29618,12,Education,Semiurban,Graduate,Female,MNC,No
736,10837,5539,Self-employed,21,Married,1,633,2,,13292,33276,12859,36,Personal,Rural,Graduate,Male,Government,No
737,2117,9873,Self-employed,57,Married,3,652,1,0.32,16158,6107,24580,48,Business,Urban,Graduate,Male,Business,No
738,15917,6787,Salaried,42,Married,0,588,4,0.41,922,13476,,60,Home,Rural,Graduate,Male,Private,
739,16309,2137,Self-employed,26,Single,0,562,1,0.48,12929,,38857,84,Car,Rural,Graduate,Male,Government,No
,15234,4445,Unemployed,41,Single,1,590,2,0.15,14925,20312,7608,24,Education,Urban,,Male,MNC,No
741,7560,3530,Salaried,52,Married,3,606,0,0.58,,21795,5876,48,Business,Rural,Not Graduate,Female,Private,No
,2846,,Contract,55,Married,1,730,1,0.55,10979,13136,22038,36,Business,Semiurban,Not Graduate,Female,Private,No
743,12954,7052,,35,Single,1,,3,0.24,2722,14167,29006,72,,Rural,Not Graduate,Female,Private,Yes
744,15703,3654,Salaried,25,Married,3,,,0.51,5355,17300,36775,36,Car,Urban,Not Graduate,Female,Private,No
745,17385,7102,Salaried,26,Single,1,562,0,0.36,13301,17182,31810,,Business,Rural,Graduate,Male,Private,No
746,15746,2359,Self-employed,45,Single,0,669,2,0.33,2550,,15325,12,Car,,Not Graduate,Male,Private,Yes
747,8469,8105,Self-employed,49,Single,3,751,,0.26,11141,,36892,48,Business,Rural,Graduate,Male,Unemployed,Yes
748,11333,8636,Contract,27,Married,3,646,3,,18057,19659,2753,84,Car,Rural,Not Graduate,Male,Business,No
749,18608,6441,Salaried,33,Married,3,606,4,0.46,11284,31403,30531,,Car,Rural,Graduate,Female,Private,No
750,14819,5047,Unemployed,58,Single,3,,1,0.31,18050,48651,18996,24,Business,Rural,Not Graduate,Male,MNC,No
751,6208,8227,Salaried,38,Married,1,667,2,0.41,1384,33586,4275,72,Personal,Rural,Graduate,Male,Private,
752,8283,5203,Salaried,22,Single,1,629,1,0.45,8252,10360,9747,12,Business,Urban,Graduate,,Government,No
753,4048,9667,Self-employed,28,Married,0,677,2,0.46,7238,21424,1824,24,Home,Urban,,Male,Private,No
754,8233,1798,Salaried,31,Single,2,722,3,0.13,6026,32499,14880,36,,,Graduate,Female,Private,Yes
755,14941,9600,Salaried,53,Married,2,584,4,0.53,10482,44695,2081,12,Education,Urban,Not Graduate,Male,MNC,No
756,14607,5291,Salaried,58,Married,0,552,1,0.33,13801,48791,12517,12,Car,Urban,,Male,Private,No
757,11765,5495,Salaried,47,Married,2,669,3,0.23,16120,3065,22683,60,Home,Urban,Graduate,Male,MNC,Yes
758,3828,9900,Salaried,40,Single,0,554,2,0.22,15580,3259,17876,72,Education,Semiurban,Not Graduate,Female,Government,No
759,3917,6284,Unemployed,,Single,1,767,1,0.34,8664,12300,38532,72,Education,Urban,Graduate,Male,Private,
760,8988,7285,Salaried,51,Married,3,560,1,0.54,17342,33370,9266,84,Business,Urban,Graduate,Male,Business,No
761,16594,1300,Contract,47,Married,3,675,3,0.29,493,4295,12183,36,Personal,Urban,Graduate,Male,Government,Yes
762,14977,6869,Contract,52,Single,1,620,1,0.47,16465,27209,22066,60,Business,Rural,Graduate,Male,Private,No
763,2009,9435,Unemployed,30,Married,3,666,4,0.15,6999,,13877,84,,Urban,Not Graduate,Male,Private,No
764,18644,3097,Salaried,23,,3,733,4,0.34,13833,36295,10982,24,Education,,Not Graduate,Female,Private,Yes
765,11865,4616,Contract,47,Married,2,687,3,0.6,2970,20927,9968,84,Personal,Urban,Not Graduate,Female,Unemployed,No
766,4219,9,Self-employed,55,Married,1,,2,0.49,,34579,27598,24,Car,Semiurban,Graduate,Female,Government,No
767,9041,5752,Self-employed,51,Married,2,665,3,0.21,15551,44871,15639,36,Personal,Semiurban,Graduate,Male,Private,Yes
768,7287,9852,Self-employed,,Married,2,711,4,0.35,17145,9032,5674,72,Business,Semiurban,Graduate,Male,MNC,Yes
769,3619,6295,Contract,36,Married,3,616,0,,3185,27718,5316,24,Car,Urban,Not Graduate,Male,,No
770,10512,4815,Salaried,33,Married,3,749,0,0.3,16409,12877,,36,Business,Rural,Graduate,Male,Private,Yes
771,3342,1072,Contract,55,Married,1,580,1,0.49,1806,40731,32094,84,Personal,Rural,Graduate,Male,Private,No
772,12568,3225,Self-employed,31,Married,3,624,1,,,,23187,24,Car,Urban,Graduate,Male,Government,No
,16231,1316,Contract,,,3,786,0,0.21,14126,,2214,48,Personal,Urban,Graduate,Female,Private,Yes
774,5490,5699,Unemployed,31,Single,1,620,4,0.56,12894,41684,24940,12,Home,Urban,Not Graduate,Female,Government,No
775,,6807,Salaried,50,Married,3,786,1,0.4,5154,6766,26685,84,Education,Rural,Graduate,Female,MNC,No
776,9984,6674,Unemployed,55,Married,2,615,3,0.29,13767,49954,16977,72,Car,,Graduate,Female,Private,No
777,19988,3683,Salaried,,Married,1,619,3,0.35,15226,22829,36904,84,Education,Urban,Graduate,Male,Private,No
778,14219,7227,Salaried,58,Married,3,590,4,0.4,1525,20221,26538,48,Home,Urban,,Male,Private,No
779,2235,3273,Salaried,51,Married,0,740,1,0.38,760,25102,39033,36,Car,Rural,Graduate,Male,Government,No
780,12161,7000,Salaried,34,Married,1,709,3,0.34,16978,34433,8965,36,Education,Semiurban,Graduate,Male,Unemployed,Yes
781,3908,145,Self-employed,44,Single,1,569,1,0.35,13880,15932,10597,84,Education,Rural,Graduate,Male,Private,No
782,10567,5010,Salaried,52,Married,0,734,1,0.19,1055,25714,28740,48,Car,Rural,Graduate,Male,Private,Yes
783,5530,3040,Salaried,56,Single,3,775,3,0.51,10046,39743,7569,84,,Rural,Not Graduate,Male,Private,No
784,7256,9654,Unemployed,52,Married,3,727,0,0.37,3083,2552,38981,12,Education,Urban,Graduate,Female,,No
785,,9776,Contract,35,,1,757,3,0.17,15678,45987,12881,12,Car,Urban,Not Graduate,Female,Business,Yes
786,7415,482,Contract,55,Married,1,702,4,0.48,12108,14274,37996,60,Education,,Graduate,Male,Private,No
,5391,3179,Contract,23,Married,3,689,2,0.57,9650,45380,33177,24,Education,,Not Graduate,Male,Private,
788,13157,1249,Contract,36,Married,3,748,3,0.57,5957,29250,38177,60,,Rural,Not Graduate,Male,Government,No
789,7951,630,Salaried,25,Single,2,588,1,0.28,5255,2808,1590,12,Business,Urban,Graduate,Female,Private,No
790,10007,8853,Salaried,41,,1,694,1,0.17,,43858,27119,48,Home,Urban,Graduate,Male,Government,Yes
791,,2852,Contract,30,Single,1,594,3,0.36,16344,45028,28915,24,Business,Urban,Graduate,Female,Private,No
792,17524,987,Salaried,39,Single,,688,2,0.16,9691,15295,3708,48,Business,Semiurban,Graduate,Male,Unemployed,
793,2077,7622,Self-employed,45,Married,,619,3,0.57,18214,47605,39749,60,Home,Rural,Graduate,Male,Private,No
794,9577,7327,Salaried,24,Married,,674,2,0.19,3395,14669,23106,36,Education,Semiurban,Graduate,Male,Unemployed,Yes
795,18984,9738,Salaried,49,Married,2,700,2,0.23,1203,10523,18131,48,Education,Rural,Not Graduate,Male,Private,Yes
796,16060,8841,Self-employed,39,Married,3,640,4,,19194,45530,7553,60,Business,Urban,Graduate,Male,,No
797,19449,9160,Self-employed,22,Married,3,787,1,0.29,19476,13769,18881,60,Home,Urban,Not Graduate,Female,Private,Yes
798,,1100,Self-employed,30,Married,2,619,,0.5,3044,46499,2379,60,Education,Urban,Graduate,Male,Business,No
799,11510,6652,Self-employed,45,Married,1,715,2,0.33,7272,44645,26255,36,Personal,Rural,Graduate,Male,Private,Yes
800,8943,8632,Salaried,40,Married,3,679,1,0.19,3514,25207,4770,36,Car,Urban,Not Graduate,Female,Government,Yes
801,13954,7421,Salaried,39,Single,2,763,0,0.23,9990,35224,20726,84,Car,Rural,Graduate,Male,Business,
802,9804,5016,Contract,,Single,0,633,2,0.35,6192,25557,10088,36,Car,Rural,Graduate,Male,Government,No
803,8565,769,Self-employed,44,Single,2,638,1,0.17,10767,38191,35314,24,Business,Urban,Not Graduate,,Government,No
804,7984,1343,Salaried,31,,,628,,0.41,16528,14246,39976,36,Car,Urban,Not Graduate,Female,Private,No
805,6670,4358,Contract,54,Married,3,662,4,0.38,7507,12846,17350,36,Car,Urban,Graduate,Female,Private,Yes
806,11184,9769,Salaried,48,Married,2,,1,0.46,4857,37085,35063,36,Personal,Rural,Graduate,Male,Government,No
807,4192,6780,Salaried,25,Married,2,621,0,0.57,12118,45403,16861,48,Education,Urban,,Female,Private,No
808,,6602,Salaried,25,,0,714,,0.56,17761,13470,14973,36,Personal,Urban,Graduate,Female,Private,No
809,13246,2349,Contract,41,Single,2,598,3,0.57,3146,13176,18769,24,Business,Semiurban,Graduate,Male,Private,No
810,14790,5699,Self-employed,32,Single,2,601,0,0.22,,41881,18326,60,Car,Rural,Graduate,Female,Private,No
811,5687,1241,Salaried,24,,3,582,2,0.17,,13546,37048,48,Education,Rural,Graduate,Male,Government,No
812,6018,1125,Contract,40,Married,2,571,2,0.25,4414,6805,3786,12,Car,Rural,Not Graduate,Female,Government,No
813,13302,9382,,58,Married,1,663,1,0.55,17494,16788,36001,36,Car,Semiurban,Not Graduate,Male,Unemployed,No
814,3970,6764,Salaried,45,Married,0,788,3,0.59,3937,29348,2620,84,Business,Rural,Graduate,Female,Private,No
815,10389,5101,Salaried,34,Married,2,,2,0.53,3963,8080,37303,84,Car,Urban,Graduate,Male,Unemployed,No
816,19586,7843,Salaried,31,Married,0,780,2,0.16,5897,35886,20589,60,Home,Urban,Graduate,Female,Business,Yes
817,17374,72,Salaried,52,Married,0,567,3,0.57,,23764,3882,60,Education,Rural,Graduate,Male,Unemployed,No
,7788,5472,Self-employed,31,Single,0,715,4,0.31,14377,6630,25524,48,Education,Rural,Graduate,Female,MNC,Yes
819,7408,,,38,Married,2,667,2,0.1,17500,33333,10745,84,,Rural,Graduate,,Business,Yes
820,11446,2472,Self-employed,47,Single,2,666,0,0.32,16056,15701,37665,12,Business,Semiurban,Graduate,Female,Private,Yes
821,2922,707,Salaried,38,Married,,586,1,0.12,1750,14859,16861,72,Car,,Not Graduate,Female,Private,No
822,2419,1804,Salaried,43,Married,1,771,2,0.37,4027,21183,27171,,Car,Urban,Not Graduate,Male,Private,No
,12789,6704,Salaried,31,Married,0,792,2,0.27,11528,40438,27199,84,Education,Urban,Not Graduate,Female,Unemployed,Yes
824,3120,3713,Salaried,41,Married,1,772,4,0.34,5745,31749,3837,24,Business,Urban,Graduate,Male,Unemployed,Yes
825,13260,5051,Contract,25,Married,0,613,0,0.41,9679,31887,9599,72,Business,Rural,Graduate,Female,Business,No
826,19334,2475,Salaried,43,,3,687,1,0.53,5938,42244,16911,60,Business,Urban,Graduate,Female,MNC,No
827,4336,3610,Contract,45,Single,0,628,2,0.43,12150,8776,21553,72,Car,Urban,Not Graduate,Male,Unemployed,No
828,7373,4255,Contract,30,Married,0,719,1,0.32,13406,15021,24813,84,Business,Urban,Graduate,Female,Government,Yes
829,4243,7397,Salaried,42,Married,2,672,3,0.51,,4327,39255,60,Home,Urban,Graduate,Male,Business,No
830,6612,,Contract,39,Single,1,725,2,0.55,17743,48043,30520,72,Personal,Urban,Graduate,Male,Government,No
831,15946,9777,Self-employed,21,Married,3,593,2,0.16,4853,7614,,60,Business,Urban,Graduate,Female,Government,No
832,13104,8258,Self-employed,27,Married,1,631,3,0.37,18325,1245,1236,60,Personal,Rural,Graduate,Female,Private,No
833,15429,7979,Self-employed,24,Married,3,636,4,0.24,3148,41011,28350,48,Car,Urban,Graduate,Male,Government,No
834,8371,2428,Salaried,21,Single,0,774,2,0.12,16243,10355,12549,12,Business,Urban,Graduate,Male,Business,Yes
835,8359,7426,Salaried,35,Single,2,565,1,,7933,33305,28453,60,Education,Semiurban,,Female,Government,No
836,9863,8533,Salaried,32,Married,2,603,,0.53,9436,48692,36191,24,Car,Semiurban,Graduate,Male,MNC,No
837,5228,5249,Salaried,42,Single,1,,,0.18,17669,,13906,84,Home,Urban,Graduate,Female,Private,Yes
838,16382,5291,Self-employed,42,Single,2,712,4,0.51,,49692,15988,84,Home,Urban,Not Graduate,Female,Private,No
839,,2817,Salaried,37,Married,1,647,0,,14679,,28723,24,,Rural,Graduate,Male,,No
840,5756,9424,Unemployed,49,Married,1,705,1,0.56,11228,,34800,36,Personal,Urban,Graduate,Male,Business,No
841,17770,3874,Contract,34,Married,3,551,1,0.23,770,1415,28430,60,Education,Urban,Graduate,Male,Private,No
842,,9686,Salaried,40,Single,1,643,3,0.55,1843,43798,33535,60,,Urban,Not Graduate,Male,Government,No
843,4674,4211,Salaried,53,Married,3,,4,0.26,73,1652,3940,60,Home,Urban,Graduate,Female,Government,Yes
844,8898,661,Contract,35,Single,2,718,3,0.38,18044,43625,22793,72,Business,Rural,Graduate,Female,Unemployed,Yes
845,12147,3374,Contract,32,Married,1,757,0,,16059,20446,13262,60,Home,Semiurban,Graduate,Male,Business,Yes
846,2793,9208,Contract,40,Single,1,608,3,0.12,8000,,,60,Home,Rural,Graduate,Male,Private,No
847,4116,207,Salaried,50,Married,0,618,4,0.46,13273,3810,7961,24,Education,Rural,Graduate,Male,Government,No
848,7779,,Salaried,58,Married,1,668,2,0.32,16121,16569,27499,12,Personal,Urban,Graduate,Female,MNC,Yes
849,14298,2493,Salaried,23,Single,1,641,2,0.23,331,34319,32283,,Education,Rural,Not Graduate,Female,Business,No
850,16153,6813,Salaried,48,Single,0,730,0,0.2,17805,13584,,36,Education,Urban,Not Graduate,Female,MNC,Yes
851,13111,632,Contract,46,Single,0,780,2,0.43,7512,26783,7822,24,Education,Urban,Not Graduate,Male,Private,No
,12789,3083,Contract,,Married,2,594,,0.1,4931,33529,26968,60,Home,Rural,Graduate,Female,MNC,No
853,13397,3719,Self-employed,33,Single,1,697,0,0.5,12742,12511,20830,12,Business,Semiurban,Not Graduate,Male,MNC,No
854,14999,7123,Contract,33,Married,2,573,4,0.14,13426,,6738,48,Home,Urban,Graduate,Female,,No
855,2814,1679,Self-employed,22,Married,2,738,0,0.2,5113,45235,4098,48,Car,Semiurban,Graduate,Female,Private,No
856,18729,236,Salaried,57,,0,640,0,0.29,8419,6163,30888,48,Education,Urban,Not Graduate,Female,MNC,No
857,12541,7446,,58,Married,3,643,1,0.34,2881,16065,9097,60,Education,Urban,Graduate,Male,Business,No
858,4443,4443,Unemployed,22,Married,2,607,1,0.28,13145,44654,14136,60,Car,Urban,Graduate,Female,MNC,No
859,12457,6770,Salaried,56,Single,3,786,0,0.26,13556,17920,39244,36,Education,Rural,Graduate,Male,Private,Yes
860,12380,9732,Unemployed,46,Married,1,704,2,0.58,19249,38969,9253,84,Education,Semiurban,Graduate,Female,Private,No
861,9783,6099,Contract,31,Single,0,703,1,,2575,48348,26208,36,Education,Rural,Not Graduate,Male,Private,No
862,13473,8555,Salaried,28,Married,1,677,4,0.11,12714,19154,5887,36,Car,Urban,Graduate,Male,Government,Yes
,19368,2368,Self-employed,42,Married,1,556,3,0.32,6185,40167,10492,72,Home,Urban,Graduate,Male,Government,No
864,17328,285,Contract,40,Married,0,719,1,0.54,8656,20229,36421,48,Education,Rural,Graduate,Female,Government,No
865,2827,148,Self-employed,,Single,1,596,0,,5741,49713,2454,60,Business,Urban,Not Graduate,Male,Government,No
866,9147,4037,Unemployed,49,Single,,602,2,0.15,16661,26997,18522,48,Car,Urban,Graduate,Female,MNC,No
867,6451,6549,Unemployed,46,Single,3,736,3,0.48,65,21101,39575,36,Personal,Semiurban,Graduate,Female,Private,
868,17343,7121,Salaried,50,Single,1,587,1,0.4,4262,40391,4192,60,Car,Rural,Not Graduate,Female,Private,No
869,15635,9958,Salaried,37,Married,0,746,,0.39,5704,10327,16775,24,Home,Urban,Graduate,Male,MNC,Yes
870,7959,4895,Unemployed,40,Married,2,764,2,0.13,15355,7187,11402,12,Car,Urban,Graduate,Female,Government,Yes
871,2126,5280,Self-employed,36,Single,1,,2,0.17,8594,29685,14074,12,Personal,Urban,Not Graduate,Male,Government,No
872,10795,1012,Salaried,27,Married,3,775,0,0.41,12175,34948,16245,36,Business,Rural,Graduate,Male,Government,No
873,13641,9715,Salaried,36,Married,0,602,4,0.2,12696,34728,37527,84,Personal,Semiurban,Not Graduate,Male,Government,No
874,9196,2785,Self-employed,47,Married,1,692,2,0.35,6255,37921,26936,48,Car,Rural,Graduate,Male,Private,Yes
875,13559,3725,,43,Married,1,773,3,0.37,7441,7035,28002,24,Personal,Urban,Not Graduate,,Government,
876,5368,4576,Contract,44,Married,1,703,1,0.24,14986,,16683,60,Car,Urban,Not Graduate,Male,Unemployed,Yes
877,5797,5782,Self-employed,29,Married,3,597,3,0.57,13350,28460,13460,84,Business,Semiurban,Graduate,Male,Government,No
878,17114,6257,Salaried,55,Married,0,644,0,0.52,14440,21071,31482,48,Business,Semiurban,Graduate,Male,Private,No
879,15718,9793,Salaried,40,Married,2,696,0,0.46,7960,582,17447,36,Home,Rural,Not Graduate,Male,MNC,
880,3792,2408,Contract,57,Married,2,686,3,0.14,17821,48282,18729,,Business,Urban,,Male,Private,Yes
881,13053,340,Salaried,37,Married,2,613,4,0.15,19762,26189,21545,36,Education,Rural,Graduate,Female,Private,No
882,5476,2817,Salaried,51,Single,0,642,0,0.35,13665,15531,29204,72,,Semiurban,Graduate,Male,MNC,No
883,5417,2496,Salaried,28,Married,2,731,0,0.18,6629,16672,10814,12,,Rural,Not Graduate,Male,Private,Yes
884,3645,5962,Self-employed,35,Married,3,674,3,0.59,13828,,14890,84,,Rural,Not Graduate,,Unemployed,No
,16755,5299,Unemployed,51,Single,0,799,0,0.18,4541,20243,2740,12,Business,Urban,Graduate,Male,Government,Yes
886,5072,9917,Salaried,50,,1,728,4,0.34,7876,3060,31121,48,Home,Urban,Graduate,Male,Business,No
887,3854,7574,Salaried,40,Married,3,588,,0.28,13311,13731,12218,24,Home,Urban,Not Graduate,Male,Government,No
888,,1689,Self-employed,59,Single,,553,4,0.42,14588,12294,,60,Home,Semiurban,Not Graduate,Female,Private,No
889,8514,3267,Unemployed,32,Married,2,675,1,0.16,16648,20719,23705,36,Education,Rural,Graduate,Female,,Yes
890,4708,4406,Salaried,37,Single,3,552,,0.32,12380,47042,35722,60,Business,Rural,Not Graduate,Female,Unemployed,No
891,13694,8453,Salaried,50,Single,0,797,4,0.24,9877,49116,,12,Home,Urban,Not Graduate,Female,MNC,Yes
892,11524,1442,Salaried,,Single,3,613,1,0.54,17818,26325,31921,24,Education,Semiurban,Graduate,Female,Business,No
893,8456,8597,Contract,39,Married,1,578,2,0.12,5097,22597,34729,24,Personal,Semiurban,Not Graduate,Female,Unemployed,No
894,6212,4437,Salaried,31,Married,0,665,,0.56,18044,1903,24211,60,Car,Urban,Graduate,Female,Private,No
895,15224,5435,,54,Married,3,560,4,0.52,18738,14551,31614,12,Business,Semiurban,Graduate,Male,Private,No
896,9970,8435,Self-employed,27,Married,3,646,0,0.25,6461,27751,18601,60,Business,Urban,Graduate,Male,Private,No
897,18920,4107,Contract,54,Married,3,651,3,0.49,7044,24278,28796,48,Personal,Urban,Not Graduate,Male,Business,No
898,,560,Salaried,40,Married,3,735,0,0.12,5497,25653,7007,24,Business,Urban,Not Graduate,Male,MNC,No
899,12314,8785,Contract,58,Married,0,752,1,0.58,13751,15141,21514,24,Business,Semiurban,Graduate,Female,Business,No
900,9973,,Salaried,44,Married,1,704,0,0.36,9304,2377,18776,48,Business,Semiurban,Graduate,Male,Unemployed,Yes
901,10577,1826,Self-employed,30,Married,3,774,0,0.25,,33615,3076,12,Business,Urban,Graduate,Female,Business,Yes
902,10070,7629,,52,Married,0,570,0,0.28,11058,47148,26350,,Education,Rural,Not Graduate,Male,Private,No
903,10666,8325,Contract,35,Single,1,588,2,0.13,11260,27452,39964,84,Education,Rural,Not Graduate,Male,Private,No
904,5600,3138,Salaried,57,Married,3,,2,0.59,18563,22725,17292,72,Car,Semiurban,Graduate,,Unemployed,No
905,8783,7693,Contract,40,Married,1,,3,0.12,634,9524,32510,72,Business,Urban,Graduate,Male,Private,Yes
906,15226,8264,Contract,23,Single,1,595,1,0.43,10057,47999,29000,72,Personal,Rural,Graduate,,Government,No
907,11146,7842,Self-employed,57,Married,0,615,0,0.32,13345,11698,31383,36,Home,Rural,Graduate,Male,Private,
908,6971,6721,Contract,28,Married,1,640,0,0.57,10147,43339,,84,Car,,Graduate,Male,Private,No
909,15490,7002,Contract,43,Married,0,713,0,0.22,18602,21175,25855,36,Home,Urban,Not Graduate,Male,,Yes
910,19589,4225,Salaried,31,Single,3,752,0,0.37,1389,12314,25281,12,Home,Rural,Graduate,Female,Private,Yes
911,14951,2978,Salaried,28,Married,1,660,2,0.34,13071,44197,5841,48,Business,Urban,Graduate,Male,Unemployed,Yes
912,14312,7373,Unemployed,49,,1,631,3,0.45,11322,2365,32668,60,Personal,Semiurban,Graduate,Male,Government,No
913,3990,5907,Salaried,50,Married,2,672,4,0.13,4276,32017,27918,84,Home,Urban,Graduate,Male,Business,No
914,7299,6097,Contract,30,Single,3,742,1,0.2,,32126,18443,12,Home,Semiurban,Graduate,,Business,Yes
915,14997,5656,Unemployed,59,Married,3,740,0,0.21,1249,43372,33250,60,Car,,,Male,Business,Yes
916,15472,8984,Salaried,48,,2,648,3,0.47,17629,44134,2922,12,Personal,Urban,Graduate,Male,Unemployed,No
,,4259,Self-employed,56,Single,2,584,4,0.19,8245,37823,32976,36,Personal,,Not Graduate,Male,Private,No
918,6757,8286,Salaried,33,Married,0,708,3,0.39,11102,5622,12991,72,Home,Rural,Graduate,Female,Private,Yes
919,12395,5901,Self-employed,52,Single,0,705,2,0.21,16226,30540,39869,48,Personal,Rural,Not Graduate,Male,Private,Yes
920,18241,9325,Salaried,56,Married,1,652,4,0.53,10588,49524,23733,36,Car,Urban,Graduate,Male,MNC,No
921,7588,4917,Salaried,57,Single,1,678,3,0.57,,40551,3473,48,Car,,Graduate,Male,Unemployed,No
922,19350,8429,Self-employed,46,Married,1,574,2,0.36,6976,1949,9108,84,Car,Rural,Graduate,Male,Private,No
923,6944,2530,Contract,42,Single,1,592,3,0.28,4675,49396,29715,60,Business,Urban,Not Graduate,Male,Business,No
924,15395,1960,Contract,24,Single,0,779,3,0.22,,42800,33210,12,Home,Rural,Graduate,Female,Private,Yes
925,19072,7045,Self-employed,51,Married,3,633,4,0.12,7953,31912,38317,24,Personal,Urban,Graduate,Female,Private,No
926,6243,1048,Salaried,38,Married,1,744,2,0.23,4377,32161,34362,24,Car,Rural,Not Graduate,Male,Business,No
927,11916,5772,Self-employed,58,Married,3,,0,0.43,10599,44387,5889,48,Home,Rural,,Female,Private,No
928,11984,,Salaried,44,Married,1,600,1,0.37,7058,16508,25021,72,Home,Semiurban,Not Graduate,Male,Government,No
929,,2964,Unemployed,43,Married,2,679,4,0.57,17206,45592,9212,72,Business,Rural,Graduate,Female,Business,No
930,11181,7137,Contract,42,,1,759,2,0.3,11894,43713,32971,48,Personal,Urban,Graduate,Female,MNC,Yes
931,4482,963,Contract,22,Married,1,675,3,0.45,2939,1919,4201,36,Personal,,Graduate,Female,Government,No
932,2951,536,,51,,1,785,2,0.34,1031,42595,25346,24,Car,Rural,Not Graduate,Male,Business,No
,4079,7340,Salaried,31,Married,0,741,1,0.36,10208,9617,38958,36,Car,Rural,Graduate,Male,Government,No
934,4717,7179,Contract,48,Single,2,751,1,0.23,562,,14715,60,Home,Semiurban,,Male,Private,Yes
